Date,Open,High,Low,Close,Adj Close,Volume
2007-12-19,101.04000091552734,101.22000122070312,101.04000091552734,101.22000122070312,41.474788665771484,47900
2007-12-20,101.30999755859375,101.30999755859375,101.26000213623047,101.26000213623047,41.491188049316406,1500
2007-12-21,101.5,101.54000091552734,101.02999877929688,101.1500015258789,41.44611358642578,23500
2007-12-24,101.33000183105469,101.33000183105469,101.33000183105469,101.33000183105469,41.519901275634766,100
2007-12-26,101.29000091552734,101.41000366210938,101.29000091552734,101.41000366210938,41.552642822265625,400
2007-12-27,101.25,101.25,101.0999984741211,101.16999816894531,41.52022171020508,1300
2007-12-28,101.19999694824219,101.20999908447266,101.16999816894531,101.20999908447266,41.53664779663086,2900
2007-12-31,101.37000274658203,101.4000015258789,101.3499984741211,101.3499984741211,41.59412384033203,1600
2008-01-02,101.1500015258789,101.52999877929688,101.1500015258789,101.48999786376953,41.65159225463867,7600
2008-01-03,101.7699966430664,101.7699966430664,101.66999816894531,101.66999816894531,41.725399017333984,2300
2008-01-04,101.73999786376953,101.73999786376953,101.66000366210938,101.72000122070312,41.74596405029297,1800
2008-01-07,101.86000061035156,101.94999694824219,101.69000244140625,101.94999694824219,41.8403434753418,11000
2008-01-08,102.2300033569336,102.2300033569336,101.23999786376953,102.19999694824219,41.94295120239258,45700
2008-01-09,102.22000122070312,102.22000122070312,102.12000274658203,102.12000274658203,41.91009521484375,1400
2008-01-10,102.08999633789062,102.20999908447266,102.08999633789062,102.20999908447266,41.947059631347656,300
2008-01-11,102.0199966430664,102.06999969482422,101.83999633789062,101.83999633789062,41.79519271850586,1800
2008-01-14,102.0999984741211,102.19000244140625,102.0999984741211,102.19000244140625,41.93885803222656,13100
2008-01-15,102.26000213623047,102.36000061035156,102.26000213623047,102.36000061035156,42.00861358642578,104100
2008-01-16,102.33999633789062,102.5,102.11000061035156,102.5,42.06607437133789,3100
2008-01-17,102.4800033569336,102.4800033569336,102.30000305175781,102.41000366210938,42.02912139892578,45700
2008-01-18,102.05999755859375,102.4800033569336,102.05000305175781,102.47000122070312,42.05376052856445,4300
2008-01-22,102.0,102.01000213623047,101.55000305175781,101.9800033569336,41.8526496887207,6000
2008-01-23,102.04000091552734,102.25,101.9000015258789,102.0,41.860843658447266,12000
2008-01-24,102.2699966430664,102.2699966430664,101.76000213623047,102.0199966430664,41.86908721923828,26900
2008-01-25,102.05999755859375,102.25,102.05999755859375,102.18000030517578,41.93474578857422,1400
2008-01-28,102.11000061035156,102.13999938964844,102.11000061035156,102.13999938964844,41.918331146240234,2000
