Date,Open,High,Low,Close,Adj Close,Volume
2004-01-02,85.08999633789062,85.08999633789062,84.08000183105469,84.44000244140625,40.27196502685547,867100
2004-01-05,84.01000213623047,84.37999725341797,83.9000015258789,84.22000122070312,40.167049407958984,626400
2004-01-06,84.54000091552734,85.38999938964844,84.5,85.1500015258789,40.61064910888672,690500
2004-01-07,85.0999984741211,85.69999694824219,84.88999938964844,85.48999786376953,40.77275466918945,252000
2004-01-08,85.30000305175781,85.63999938964844,85.18000030517578,85.45999908447266,40.758445739746094,513300
2004-01-09,86.87999725341797,87.06999969482422,86.01000213623047,86.94999694824219,41.46906280517578,1623000
2004-01-12,86.5999984741211,87.37999725341797,86.5999984741211,86.87999725341797,41.43571090698242,863200
2004-01-13,86.68000030517578,87.47000122070312,86.55999755859375,87.47000122070312,41.71711730957031,465700
2004-01-14,87.48999786376953,87.91999816894531,87.1500015258789,87.9000015258789,41.92213439941406,1180300
2004-01-15,87.94999694824219,88.30999755859375,87.5999984741211,88.2300033569336,42.07954406738281,1537200
2004-01-16,88.68000030517578,88.80000305175781,87.61000061035156,87.61000061035156,41.78387451171875,751800
2004-01-20,87.5,87.93000030517578,87.5,87.58999633789062,41.774330139160156,629600
2004-01-21,87.75,87.80999755859375,87.44000244140625,87.80000305175781,41.87449645996094,570500
2004-01-22,87.94999694824219,88.4800033569336,87.70999908447266,88.44000244140625,42.17973327636719,443600
2004-01-23,88.55999755859375,88.9000015258789,87.26000213623047,87.37999725341797,41.67417907714844,1021300
2004-01-26,87.30000305175781,87.36000061035156,86.66999816894531,86.8499984741211,41.42140197753906,639500
2004-01-27,86.7300033569336,87.4000015258789,86.7300033569336,87.38999938964844,41.67894744873047,576100
2004-01-28,87.25,87.8499984741211,85.86000061035156,86.62000274658203,41.31171417236328,1823800
2004-01-29,86.22000122070312,86.58000183105469,86.0199966430664,86.44000244140625,41.22583770751953,814500
2004-01-30,86.9000015258789,87.22000122070312,86.5999984741211,87.04000091552734,41.511985778808594,526200
2004-02-02,86.44999694824219,86.87999725341797,86.37999725341797,86.5,41.42486572265625,335600
2004-02-03,86.91999816894531,86.98999786376953,86.5999984741211,86.94000244140625,41.63557815551758,350900
2004-02-04,86.79000091552734,86.86000061035156,86.4800033569336,86.7699966430664,41.55416488647461,645700
2004-02-05,86.83999633789062,87.08000183105469,86.23999786376953,86.43000030517578,41.39131164550781,971400
2004-02-06,87.13999938964844,87.44999694824219,87.02999877929688,87.37999725341797,41.84630584716797,798200
2004-02-09,87.55999755859375,87.63999938964844,87.38999938964844,87.63999938964844,41.970794677734375,272400
2004-02-10,87.4800033569336,87.55000305175781,87.04000091552734,87.1500015258789,41.73613357543945,203200
2004-02-11,87.0199966430664,88.19999694824219,86.91000366210938,87.80000305175781,42.04740905761719,1335100
2004-02-12,87.8499984741211,88.0,87.26000213623047,87.43000030517578,41.87023162841797,256700
2004-02-13,87.80000305175781,88.0999984741211,87.56999969482422,87.80000305175781,42.04740905761719,513600
2004-02-17,87.86000061035156,87.88999938964844,87.52999877929688,87.73999786376953,42.01871109008789,644100
2004-02-18,88.0999984741211,88.18000030517578,87.69000244140625,87.86000061035156,42.076171875,990900
2004-02-19,87.52999877929688,87.94999694824219,87.47000122070312,87.94999694824219,42.119239807128906,668900
2004-02-20,87.75,87.83000183105469,87.19999694824219,87.33999633789062,41.8271598815918,1009800
2004-02-23,87.38999938964844,87.87999725341797,87.31999969482422,87.87999725341797,42.08573532104492,504000
2004-02-24,88.05000305175781,88.38999938964844,87.86000061035156,88.04000091552734,42.1623420715332,940900
2004-02-25,88.22000122070312,88.36000061035156,88.02999877929688,88.18000030517578,42.22941970825195,572300
2004-02-26,87.8499984741211,87.95999908447266,87.54000091552734,87.9000015258789,42.095298767089844,399100
2004-02-27,88.22000122070312,88.77999877929688,87.95999908447266,88.66000366210938,42.45927429199219,836000
2004-03-01,88.45999908447266,88.63999938964844,88.04000091552734,88.2699966430664,42.44291687011719,771900
2004-03-02,88.12000274658203,88.19999694824219,87.4000015258789,87.70999908447266,42.17366027832031,676000
2004-03-03,87.38999938964844,87.63999938964844,87.11000061035156,87.55000305175781,42.096717834472656,718000
2004-03-04,87.4000015258789,87.94999694824219,87.33999633789062,87.94000244140625,42.28425216674805,421600
2004-03-05,89.7699966430664,90.0,89.5199966430664,89.63999938964844,43.101680755615234,2789800
2004-03-08,90.05999755859375,90.31999969482422,90.0,90.16999816894531,43.35652542114258,1309400
