date,close,monthly_return,raw_state,hmm_label,hmm_label_code,prob_bear,prob_neutral,prob_bull,state_mean_monthly_return,state_ann_return,state_ann_vol,state_sharpe,state_count,paper_phase,paper_selected,model_loglik
2006-01-31,53.06621170043945,-0.000595433225446973,1,Neutral,1,6.671813074646308e-06,0.9999634739501633,2.9854236762010085e-05,0.0015301303070471618,0.018516880270865288,0.03251534665044132,0.5694812504978772,15,Increasing,0,77.51433224424109
2006-02-28,53.15155792236328,0.0016082968651618401,1,Neutral,1,6.0496570781001975e-09,0.9999905477622728,9.446188070112134e-06,0.001535015716929329,0.018576501114371036,0.0314128821630009,0.5913657020701856,16,Increasing,0,78.93203241518624
2006-03-31,52.69047927856445,-0.008674790764784501,0,Neutral,1,2.3341353597068757e-17,0.9994904657715559,0.0005095342284440198,0.0009344388650638096,0.01127107587875309,0.031601857131254886,0.3566586555954575,17,Increasing,0,81.97297147207611
2006-04-28,52.611968994140625,-0.001490027904448521,0,Neutral,1,2.562413111204194e-09,0.9999998735336204,1.2390396649689502e-07,0.0007997462667575691,0.009639281146719858,0.030722147369572336,0.31375675113995266,18,Increasing,0,83.96753824681424
2006-05-31,52.50749969482422,-0.0019856565210102373,2,Neutral,1,0.9145696676660623,0.08543033229337542,4.056237179205295e-11,0.0006531461200329477,0.007865970419993928,0.029938508555736196,0.2627375510490089,19,Increasing,0,83.05018148136632
2006-06-30,52.42300033569336,-0.0016092817144592875,0,Bear,0,0.9140932697556733,0.08590669990625796,3.0338068753350354e-08,-0.00212448221083128,-0.025197999964577278,0.011986533340949594,-2.1021924561368674,6,Decreasing,0,83.73778462329422
2006-07-31,53.151119232177734,0.013889302249429303,1,Bull,2,0.0004909134038834649,0.004343529292476881,0.9951655573036395,0.013072306872302505,0.16865231804236225,0.011820856901946461,14.26735129621537,6,Increasing,1,84.83982750255217
2006-08-31,53.9967155456543,0.015909285179542154,1,Neutral,1,0.4678675142756637,0.5321275651568386,4.9205674978297375e-06,0.0021419637275099704,0.026008545770404234,0.031078447731464363,0.8368675937464125,23,Increasing,0,81.31548142891819
2006-09-29,54.54295349121094,0.010116132806166522,2,Bull,2,0.2593413936209071,0.4448549891497637,0.2958036172293292,0.0024742207724539936,0.03009803686363255,0.030913900685356883,0.9736085125578867,24,Increasing,1,79.71738273770762
2006-10-31,54.916969299316406,0.006857270906052815,2,Bull,2,2.2013197077726596e-05,0.006058503653235358,0.9939194831496869,0.011692997785297699,0.149701054110577,0.013924308284879497,10.751058583867927,4,Increasing,1,83.25002883379574
2006-11-30,55.50014114379883,0.01061915564393101,0,Bull,2,1.23386734182936e-07,0.0014358706301963113,0.9985640059830695,0.011478229357024361,0.14677568371380167,0.012173015221228174,12.05746325346277,5,Increasing,1,84.7693806390847
2006-12-29,55.166908264160156,-0.006004180760104338,0,Bear,0,0.9952559461849565,0.004742664882500184,1.388932543284494e-06,-0.002678724860727431,-0.03167531423790815,0.012063761884325928,-2.6256581107641805,7,Decreasing,0,83.14522628090214
2007-01-31,55.128108978271484,-0.0007033072381523731,1,Bull,2,0.050943173661361266,0.008471934574226113,0.9405848917644127,0.0031579940646703168,0.03856112018528335,0.030516414787562507,1.2636189556906796,22,Increasing,1,80.06110154098023
