asset,date,close,monthly_return,raw_state,hmm_label,hmm_label_code,prob_bear,prob_neutral,prob_bull,state_mean_monthly_return,state_ann_return,state_ann_vol,state_sharpe,state_count,paper_phase,paper_selected,model_loglik
SPY,2006-01-31,87.77578735351562,0.02401419830362661,2,Neutral,1,2.6815059532867675e-38,0.9999999999507714,4.92287210272763e-11,0.01131258978288369,0.1445241618712878,0.07776875310018795,1.8583834266328043,19,Increasing,0,62.977313753569845
SPY,2006-02-28,88.27835845947266,0.0057256234447995435,1,Neutral,1,1.5281364385877948e-12,0.4533142177537721,0.5466857822446999,0.00922141883698644,0.11644545068015288,0.07125688222102004,1.634164266673496,16,Increasing,0,61.24955173009629
SPY,2006-03-31,89.73530578613281,0.0165040147107971,1,Neutral,1,3.7282461918366125e-32,0.9417926497116124,0.05820735028838772,0.01158692292060181,0.14825534975586097,0.07297905731860158,2.0314780048285477,18,Increasing,0,63.54589829957268
SPY,2006-04-28,90.86882781982422,0.01263184009639362,2,Bull,2,0.13311588045696085,0.7922860930762222,0.0745980264668169,0.008865501287646474,0.1117298232255508,0.0749523106336992,1.490678836728432,24,Increasing,1,58.52712198806617
SPY,2006-05-31,88.13178253173828,-0.03012083850705083,2,Bull,2,0.3692655381604173,0.3543424601272736,0.2763920017123091,0.006897004440522006,0.08597689595114044,0.07954093659189637,1.0809137990449533,24,Increasing,1,57.03395437330485
SPY,2006-06-30,88.36164093017578,0.002608121517963413,2,Bull,2,3.389277452810918e-27,0.06558486723145009,0.9344151327685499,0.0025219950694972404,0.030687280273316908,0.00042193170420046846,72.73044421126683,2,Increasing,1,64.20410585042008
SPY,2006-07-31,88.75736999511719,0.004478516478141348,1,Bear,0,0.9999999898885406,1.0111459469002998e-08,1.6955539438051784e-33,0.0038160434200630953,0.04676595640687453,0.07048148749034897,0.6635211325992261,19,Increasing,0,64.0855982016435
SPY,2006-08-31,90.69424438476562,0.021822124627566053,2,Bear,0,0.9999999999293054,3.111806074742348e-11,3.95765329881465e-11,0.004716347480438243,0.058087596387125684,0.07000511919946076,0.8297621238472676,20,Increasing,0,64.607322842526
SPY,2006-09-29,93.14313507080078,0.027001610770865048,2,Neutral,1,0.001159655656189861,0.998840311654386,3.2689424159772224e-08,0.007879045531370704,0.0987553237022325,0.07202499248712944,1.3711257758184376,20,Increasing,0,59.20158449859688
SPY,2006-10-31,96.07870483398438,0.031516759243203296,0,Neutral,1,0.309768365352065,0.689851053848851,0.00038058079908389,0.008556422041209622,0.10764958592901319,0.0744971067653879,1.4450170027143694,23,Increasing,0,61.34103335401564
SPY,2006-11-30,97.9892807006836,0.01988552895254503,1,Neutral,1,1.860821747788838e-40,0.9999999985396582,1.4603418484921198e-09,0.011847771456004061,0.15181347264488743,0.06857773773278682,2.213742792689206,19,Increasing,0,66.85659722036893
SPY,2006-12-29,99.29949951171875,0.013371042237133368,1,Neutral,1,1.5114915381226944e-32,0.9999999996281327,3.718673231336365e-10,0.010855477895210727,0.1383316913837478,0.06644674703247186,2.0818429428327994,19,Increasing,0,66.89676585279709
SPY,2007-01-31,100.79297637939453,0.01504012482459216,1,Bull,2,0.005130815188932406,0.008262328158107804,0.9866068566529599,0.02143953177598416,0.28988782346350406,0.02405501050532857,12.051037076009145,6,Increasing,1,63.28362776111444
SPY,2007-02-28,98.81564331054688,-0.019617766434486317,0,Bear,0,0.9768387444232273,0.023161184714795596,7.086197716528628e-08,-0.0188821398859171,-0.20447436417155063,0.0023358526672595257,-87.53735500426254,3,Decreasing,0,66.50212081937958
SPY,2007-03-30,99.96084594726562,0.011589284837419278,1,Neutral,1,1.4785068636753986e-24,0.9998569825956117,0.0001430174043883075,0.009648209322450108,0.12212426146997934,0.05760581980184165,2.119998671836887,20,Increasing,0,66.6943983149206
SPY,2007-04-30,104.3886489868164,0.04429537382953597,1,Neutral,1,0.054272541476974565,0.9457274584890727,3.3952773727502584e-11,0.011638427251010719,0.14895709888316855,0.07004868747276279,2.126479513853674,22,Increasing,0,62.930409999374184
SPY,2007-05-31,107.9295425415039,0.03392029295383159,2,Neutral,1,0.026500228370993008,0.9620147554621955,0.011485016166811465,0.014563396435517014,0.18946119096430047,0.06588934574461618,2.8754450180556144,19,Increasing,0,60.68613024591575
SPY,2007-06-29,106.35155487060547,-0.01462053515414119,1,Neutral,1,2.126831478748148e-05,0.9999787316852126,3.203992126492922e-66,0.011202650607015236,0.14303200794560822,0.07017694505561549,2.038162359906873,22,Increasing,0,64.7522678245175
SPY,2007-07-31,103.02165985107422,-0.03131026174072049,2,Bull,2,0.7436415570195182,1.7416721830177657e-18,0.2563584429804819,0.009354263113635422,0.11821022665590752,0.075125980415222,1.5734932975590932,23,Increasing,1,60.864120495198264
SPY,2007-08-31,104.34374237060547,0.012833053956249785,2,Bull,2,6.191636868557983e-07,0.010355571178605956,0.9896438096577072,0.018848677287367235,0.2511697381785718,0.046167404742266833,5.440412766988888,18,Increasing,1,63.25123796947799
SPY,2007-09-28,108.38333892822266,0.038714315452377024,0,Neutral,1,1.49788424229806e-40,0.9999999999993403,6.597713123125702e-13,0.019113934350120612,0.2550842419794783,0.0596293531827912,4.2778301015194415,16,Increasing,0,66.47686895240902
SPY,2007-10-31,109.85371398925781,0.01356643074088093,0,Bear,0,0.9999634020661365,3.65979338634036e-05,3.526428633492709e-26,0.010831843254772525,0.13801235076937957,0.07743546289446256,1.7822887035295154,18,Increasing,0,63.17893806785945
SPY,2007-11-30,105.5987777709961,-0.03873274797680293,1,Bear,0,0.9999668496109012,3.315038909869338e-05,1.999860157005865e-22,0.005063744046414365,0.06248616115669314,0.10274415801173159,0.6081723999291357,10,Increasing,0,60.79533081055937
SPY,2007-12-31,104.40968322753906,-0.01126049532538842,1,Neutral,1,5.593307418060257e-15,0.9999998386327161,1.613672783844115e-07,0.0035797222853413842,0.04381259219106304,0.09895166558736815,0.442767607103887,11,Increasing,0,62.49392261676391
SPY,2008-01-31,98.09693908691406,-0.06046129004019385,0,Bear,0,0.9999999767624952,2.323750489372929e-08,3.44918863834011e-39,-0.001757028741786552,-0.020881781623595108,0.11402873843570244,-0.18312735815602968,12,Decreasing,0,58.28577476685102
SPY,2008-02-29,95.5618896484375,-0.02584228888355533,2,Neutral,1,8.291730213590971e-05,0.9999170820897596,6.081043955364038e-10,-0.03407420555648513,-0.34033238258811993,0.0722830567048956,-4.708328591824339,4,Decreasing,0,59.71447095123748
SPY,2008-03-31,94.70733642578125,-0.008942406076314136,0,Neutral,1,1.2819137038897217e-08,0.9999999871805461,3.168887575958373e-13,-0.003990645704379149,-0.0468505384539899,0.10733508939781251,-0.43648855855841595,14,Decreasing,0,57.66152080025345
SPY,2008-04-30,99.2213134765625,0.04766237992891598,1,Neutral,1,2.4411965479055e-133,0.9942344759111529,0.005765524088847213,-0.0038191089401072146,-0.04487880834465874,0.11993617462444543,-0.37418909253348426,11,Decreasing,0,58.86773212906263
