date,close,monthly_return,raw_state,hmm_label,hmm_label_code,prob_bear,prob_neutral,prob_bull,state_mean_monthly_return,state_ann_return,state_ann_vol,state_sharpe,state_count,paper_phase,paper_selected,model_loglik
2020-10-30,45.29703140258789,-0.006282814874461251,0,Neutral,1,1.0565838484495859e-09,0.9999914126775319,8.586265884311046e-06,0.00704398540027064,0.0878807189474533,0.04287733805405502,2.049584301074451,21,Increasing,0,75.3801424513866
2020-11-30,45.805816650390625,0.011232198491790468,2,Bear,0,0.999728515298425,4.453515570238184e-06,0.00026703118600476274,0.007234358722612451,0.0903511445149574,0.041958169662711826,2.1533623902391614,22,Increasing,0,74.96654335241605
2020-12-31,46.33840560913086,0.011627103230255287,1,Neutral,1,0.4019142040299848,0.5967813671085126,0.0013044288615027605,0.007425347614249096,0.09283472466178466,0.041116096658342254,2.257868139410285,23,Increasing,0,73.5633405031146
2021-01-29,46.47566604614258,0.0029621311999710187,1,Bull,2,0.2923215810047645,0.03591280964197528,0.6717656093532601,0.007632111577561104,0.09552928557435192,0.04067562739428782,2.3485632968446195,23,Increasing,1,73.4236539454174
2021-02-26,45.74897003173828,-0.01563605379388877,0,Neutral,1,0.29132807275426437,0.7086710878782189,8.39367516702978e-07,0.006092959012656018,0.07561615403200439,0.0428930330704969,1.76290060690568,23,Increasing,0,72.49996569538409
2021-03-31,45.68438720703125,-0.0014116782227496794,2,Bull,2,0.8481522879228202,3.2123097373723385e-09,0.15184770886487012,0.005912427576272658,0.07330235984623967,0.0431739851168574,1.6978363161944616,23,Increasing,1,72.81098216667
2021-04-30,46.30331802368164,0.013547972392527363,0,Neutral,1,0.3408441666843384,0.6591479473224445,7.885993217031304e-06,0.005754314436468103,0.07127964015818677,0.042733757581759395,1.6679937405881666,23,Increasing,0,73.80326108956754
2021-05-28,46.80771255493164,0.01089326970028437,0,Bull,2,0.3953863789002206,0.26871034367389807,0.33590327742588133,0.005968437572460447,0.0740197273577552,0.041952110751212,1.7643862497578087,24,Increasing,1,72.38666002305638
2021-06-30,47.12995910644531,0.0068844755260257795,1,Bull,2,0.9209177664181158,0.050742158859225284,0.02834007472265892,0.005938654457551072,0.07363821505311541,0.041940656510230434,1.7557716349803227,24,Increasing,1,72.6400159162691
2021-07-30,48.34725570678711,0.02582850958118743,1,Neutral,1,1.738781642239162e-08,0.9998900066613549,0.00010997595082868261,0.007304319562869492,0.09126029972328897,0.042864693614314504,2.129031891477534,21,Increasing,0,75.00784215618174
