date,close,monthly_return,raw_state,hmm_label,hmm_label_code,prob_bear,prob_neutral,prob_bull,state_mean_monthly_return,state_ann_return,state_ann_vol,state_sharpe,state_count,paper_phase,paper_selected,model_loglik
2013-11-29,21.850000381469727,-0.029320295011160624,1,Neutral,1,0.00022592133076049006,0.9997740786692395,0.0,-0.008905461927219794,-0.10178357391506465,0.15610343464216622,-0.6520264858257716,22,Decreasing,0,47.16317698636901
2013-12-31,22.899999618530273,0.04805488415235981,1,Neutral,1,2.7242360986380838e-61,1.0,2.0453658791294694e-92,-0.006951480562586987,-0.080301201938625,0.169850887499347,-0.4727746973882237,20,Decreasing,0,48.666080692615786
2014-01-31,21.459999084472656,-0.06288212043865693,1,Bull,2,1.137919160472753e-80,1.815513209701035e-86,1.0,-0.004068138308618729,-0.04774005341763332,0.15023281079607775,-0.3177738149520112,20,Decreasing,0,50.93793918154239
2014-02-28,21.520000457763672,0.0027959634599625804,1,Bull,2,3.363228662767267e-10,0.0,0.999999999663677,-0.003741276319638667,-0.04398292841624263,0.14652073551270917,-0.3001822797458423,21,Decreasing,0,50.096558934280374
2014-03-31,20.540000915527344,-0.045539011217017755,0,Bear,0,0.9643922309234002,0.03387006973131998,0.0017376993452798716,-0.057772599637744664,-0.5103691712558823,0.11113047444564092,-4.592522202409273,9,Decreasing,0,46.60271847325326
2014-04-30,20.450000762939453,-0.00438170148862338,1,Bull,2,5.983339890402744e-302,0.00028121139919284037,0.9997187886008072,-0.00547609439154276,-0.06376963649193368,0.14627477387755336,-0.4359578538491897,22,Decreasing,0,46.81557551615195
2014-05-30,21.09000015258789,0.03129581250717006,2,Bull,2,1.962588724559897e-06,0.001597985546337514,0.998400051864938,0.03194931495345958,0.45847975456679424,0.06942164091802669,6.604277117392956,10,Increasing,1,51.88531692730022
2014-06-30,21.43000030517578,0.016121391660880002,1,Neutral,1,0.010336615165791239,0.9896551592276558,8.225606552953136e-06,0.005432835248164529,0.06717777197010744,0.13756938791533355,0.488319189233085,14,Increasing,0,48.382352288330445
2014-07-31,21.959999084472656,0.02473162723982192,2,Bull,2,0.020115063336336128,0.10759038476602693,0.872294551897637,0.02241602393822395,0.3047634090768965,0.03162554617441281,9.63662121109771,6,Increasing,1,45.680336502753235
2014-08-29,21.6299991607666,-0.015027319556647378,1,Neutral,1,2.5122057378474175e-24,1.0,8.987687500946891e-164,-0.005189024056523646,-0.060521556989570624,0.13453340960845522,-0.4498626561663158,22,Decreasing,0,50.65195137719203
2014-09-30,20.299999237060547,-0.06148867199766073,0,Bear,0,0.9938991302343156,0.006100851731177093,1.8034507293023902e-08,-0.051210344802148956,-0.46784359901354877,0.07666834370435574,-6.1021743317896835,9,Decreasing,0,52.077236730557544
2014-10-31,20.510000228881836,0.010344876833192407,2,Bull,2,1.2595248599721747e-17,0.00264287724834032,0.9973571227516596,0.021151115819152157,0.2855240171460758,0.0552916325053756,5.16396431446144,14,Increasing,1,50.4729938645106
2014-11-28,19.309999465942383,-0.05850808140165853,0,Bear,0,0.9973022119621949,5.525503990754082e-64,0.0026977880378051254,-0.05779615142798265,-0.5105160160284643,0.05665015426185354,-9.011732142311747,8,Decreasing,0,53.0771583489015
2014-12-31,19.020000457763672,-0.015018074375931056,2,Neutral,1,2.8689638920627413e-06,0.999997131036108,2.375695565166325e-86,0.005689874345227778,0.0704562696577753,0.07449887067650343,0.9457360765066852,15,Increasing,0,55.52777424458867
2015-01-30,16.68000030517578,-0.12302839622870454,0,Bear,0,0.9853622773521195,0.014637722647880573,6.414688241985623e-42,-0.04028551017433345,-0.38947335524473614,0.14438566227219304,-2.697451735273469,14,Decreasing,0,44.66636761876447
2015-02-27,17.979999542236328,0.07793760271438122,2,Bull,2,0.0,0.00011336730939778033,0.9998866326906023,0.07793760271438122,1.4610671588485378,0.164763911121737,8.867640667797803,1,Increasing,1,46.39019390734698
2015-03-31,18.59000015258789,0.0339266199044459,1,Bull,2,0.0005542031770370736,1.641437159430339e-09,0.9994457951815258,0.026174727833995142,0.3635019962802384,0.028672585163985995,12.677684771054846,6,Increasing,1,50.994689896076935
2015-04-30,19.3700008392334,0.04195807854993072,1,Neutral,1,2.0923635011911382e-12,0.430000845223893,0.5699991547740146,0.0031551661128244477,0.038525987669961737,0.26998621787701405,0.1426961271316129,5,Increasing,0,46.773507434930785
2015-05-29,18.5,-0.044914858107348965,0,Neutral,1,1.12154977244024e-09,0.9999988769988473,1.121879602940249e-06,-0.004856504590537787,-0.056746329448800314,0.2508694894399949,-0.22619860858916202,6,Decreasing,0,46.830621778179534
2015-06-30,17.690000534057617,-0.04378375491580444,1,Bear,0,0.7975718193266949,0.20242817246692074,8.206384500220688e-09,-0.024012849743094426,-0.2529852142315633,0.11582415723602492,-2.1842180445658967,13,Decreasing,0,44.8670435635391
2015-07-31,16.149999618530273,-0.08705488236489656,1,Bear,0,0.6118040272800765,0.38819597271992345,5.295146116252174e-31,-0.02851585207322315,-0.2933105280685615,0.12565761119951224,-2.334204233779832,14,Decreasing,0,43.7649257742798
2015-08-31,15.739999771118164,-0.02538698805550943,1,Bear,0,0.9989970221913198,0.0010029778086801855,6.630542267927929e-47,-0.024584710787130332,-0.2582207094779897,0.19971674711804022,-1.2929346847681802,12,Decreasing,0,43.29869831156169
2015-09-30,15.600000381469727,-0.008894497565706927,1,Bear,0,0.9996747288542979,0.00032527082431807756,3.2138406470367557e-10,-0.022781310469137023,-0.2415950265504545,0.184444803007786,-1.309850007214657,14,Decreasing,0,42.05946421828948
2015-10-30,15.40999984741211,-0.01217952111612175,1,Neutral,1,9.326007994199275e-268,0.9999999976075868,2.3924131867903684e-09,-0.019051761087967883,-0.20612321536892353,0.12302199390012802,-1.675498899296486,20,Decreasing,0,45.76597664491279
2015-11-30,13.6899995803833,-0.11161585230759485,0,Bear,0,0.9364237645353979,0.06357623546460199,2.1623238554412047e-27,-0.1173221242681497,-0.776320133994876,0.027954909273820685,-27.770440118075687,2,Decreasing,0,45.47811483343328
2015-12-31,14.270000457763672,0.0423667564030803,1,Neutral,1,1.7172596058715383e-53,0.9999999993675627,6.324373357562646e-10,-0.021206751343521568,-0.22680047046540674,0.21245884177773966,-1.067503091740801,13,Decreasing,0,45.08780652029068
2016-01-29,13.619999885559082,-0.04555014375286537,1,Neutral,1,2.3071943099365392e-37,0.9999993041247283,6.958752717537488e-07,-0.02124654634526474,-0.2271776197409393,0.11287190814009998,-2.012702925682444,18,Decreasing,0,45.98129442552487
2016-02-29,14.09000015258789,0.03450809625388751,2,Bull,2,2.310598231901557e-140,0.2440809326224094,0.7559190673775906,0.020455045234627222,0.27504797723270347,0.0539150490887287,5.1015065715706465,5,Increasing,1,44.109341003376336
2016-03-31,14.529999732971191,0.031227791030398633,2,Bull,2,0.09326208167671086,2.2789955516892843e-36,0.9067379183232891,0.030538488163790678,0.4347313742384882,0.02829364782546652,15.364981458742678,7,Increasing,1,45.632469876310346
2016-04-29,15.0600004196167,0.03647630394946533,2,Bull,2,0.016865443701872835,6.23589321591845e-10,0.9831345556745378,0.03561937793762562,0.5219557207545262,0.013888829318424037,37.58097308188049,5,Increasing,1,47.69165649476147
2016-05-31,13.920000076293945,-0.07569723184322252,0,Bear,0,0.9999851734324211,1.4826567024759777e-05,5.541447185386074e-13,-0.07598226475049401,-0.6125963717383187,0.1015239665924359,-6.034007459515087,8,Decreasing,0,43.8491823261455
2016-06-30,14.5,0.04166666095740945,2,Bull,2,2.800287912676486e-05,0.07144298802971052,0.9285290090911626,0.03585774178605497,0.5261646665768693,0.021293265924895045,24.710378785139923,8,Increasing,1,45.20420493912231
2016-07-29,14.609999656677246,0.007586183219120413,1,Neutral,1,0.3780318159926377,0.6219681839691696,3.81925255532317e-11,-0.045061306366480945,-0.42494962223703336,0.26539478536052763,-1.601198085560563,6,Decreasing,0,46.135167447456645
2016-08-31,13.699999809265137,-0.062286096426854454,1,Bear,0,0.9999299443986064,7.005560139358034e-05,3.561059579129032e-123,-0.046343422112436805,-0.4341463726300758,0.12470822910409057,-3.4812969099874365,11,Decreasing,0,44.5861875442176
2016-09-30,14.5,0.05839417531917279,1,Bull,2,2.6433653977417035e-08,6.551857362033505e-05,0.9999344549927257,0.040604826830129226,0.612241264099296,0.06317418408999463,9.69132048032673,10,Increasing,1,44.788231125979216
2016-10-31,14.449999809265137,-0.0034482890161974256,1,Neutral,1,4.272638287437061e-09,0.9999999957273618,8.5538232960696e-21,-0.02682910700928054,-0.2784451813606297,0.20557938752789962,-1.3544411466000759,13,Decreasing,0,44.786870400477504
2016-11-30,16.889999389648438,0.16885810467753837,2,Bull,2,0.0,0.0732379533092311,0.9267620466907689,0.0730094324498753,1.3293914472846176,0.19474507367903982,6.826316179250795,5,Increasing,1,35.21578390348718
2016-12-30,16.350000381469727,-0.03197152325000474,1,Neutral,1,5.771603946523145e-188,0.9999248256832404,7.517431675959144e-05,-0.010698713006438876,-0.12109307026289684,0.17070017432331924,-0.7093904311634578,21,Decreasing,0,38.44029312804214
2017-01-31,17.780000686645508,0.087461790324878,1,Neutral,1,1.0489281456409467e-13,0.999999329808065,6.701918299450559e-07,0.009229570991551927,0.1165536747832494,0.23013072022301612,0.5064672576972733,17,Increasing,0,36.63035781506468
2017-02-28,17.59000015258789,-0.010686193853767678,2,Neutral,1,7.702659291101707e-09,0.9999999922973407,1.083879491228266e-36,0.04476801070026989,0.6913691304230853,0.26243042065790145,2.6344854711959593,6,Increasing,0,43.73814058276642
2017-03-31,17.309999465942383,-0.015918174202193658,1,Neutral,1,1.6280326840000726e-07,0.9999998371967316,7.784722439060786e-69,0.036098555714203666,0.5304277075104329,0.2523981613476847,2.101551392760566,7,Increasing,0,42.26203210912126
2017-04-28,16.899999618530273,-0.02368572270720104,2,Bull,2,6.383573892253629e-18,2.4884141670777693e-05,0.9999751158583292,0.005330630804661019,0.06587672811302503,0.21386955173043198,0.3080229400586118,20,Increasing,1,40.102288653149486
2017-05-31,16.760000228881836,-0.008283987740149601,0,Bear,0,0.9997838511894781,0.00011167130242810915,0.00010447750809389603,-0.014643519625827994,-0.1622382537606888,0.02362119843911524,-6.8683328739168585,4,Decreasing,0,40.01795303374828
2017-06-30,17.459999084472656,0.04176604093265701,0,Neutral,1,0.0,0.9999957061259094,4.2938740907124135e-06,0.00226162700590359,0.027479669198851253,0.12409855204860212,0.22143424516419077,12,Increasing,0,41.28356580636737
2017-07-31,18.639999389648438,0.06758306798682301,2,Bull,2,5.5938381492182754e-36,0.10545459893317498,0.894545401066825,0.06716436948403184,1.1816033856931347,0.1554933364856874,7.599061235668431,8,Increasing,1,44.12495219909404
2017-08-31,19.799999237060547,0.06223175350833454,1,Bull,2,1.218169507301404e-123,0.0,1.0,0.01917139817953852,0.25593373660724694,0.19417458721483033,1.318059897941679,21,Increasing,1,44.081550423719456
2017-09-29,18.950000762939453,-0.04292921751886303,1,Neutral,1,0.017086661043778033,0.9827156040357292,0.00019773492049280112,0.0041235575046252694,0.0506205055563107,0.18682133166944784,0.27095677513891214,17,Increasing,0,38.53207349760341
2017-10-31,19.899999618530273,0.05013186371204448,1,Neutral,1,0.0,0.8859629101167746,0.11403708988322535,0.010951995603906906,0.13963664804417175,0.1581360269109533,0.8830160386083395,22,Increasing,0,40.16968092333978
2017-11-30,19.65999984741211,-0.012060290237125626,1,Neutral,1,2.0988445411449302e-11,0.9999999999790116,7.613362493175591e-38,0.019573146160483022,0.26188756395296076,0.20071304425079214,1.3047859690959134,17,Increasing,0,45.34873232913191
2017-12-29,21.059999465942383,0.07121056100692491,1,Neutral,1,1.3226827505511823e-304,1.0,3.3910300487316927e-38,0.01849617374246616,0.24598502152095603,0.20404658144832624,1.205533656947105,20,Increasing,0,45.62250306446348
2018-01-31,20.450000762939453,-0.028964801446904165,1,Neutral,1,5.196909119485825e-56,1.0,7.175026380187541e-95,0.02083279526228208,0.28072345995088144,0.19335222110315237,1.4518760547421743,20,Increasing,0,46.58559960773511
2018-02-28,19.959999084472656,-0.02396096137829018,0,Bear,0,0.9999913595680857,8.636439997958368e-06,3.9919163143016005e-09,-0.022051208037166634,-0.2347675562678957,0.03958319621333815,-5.9309903880068,9,Decreasing,0,44.11787672704299
2018-03-29,19.200000762939453,-0.038076069959563474,0,Bear,0,0.9999980066691754,1.9933213728308216e-06,9.451780196025945e-12,-0.02365369422940632,-0.24967978347487207,0.04124188046113288,-6.05403489567298,10,Decreasing,0,44.48920281777034
2018-04-30,19.5,0.015624959642690062,1,Neutral,1,9.270762602206246e-06,0.9999907292373978,0.0,0.009380770283546402,0.11856266826539041,0.15257091266022715,0.777098768029444,17,Increasing,0,41.146066111059675
2018-05-31,19.549999237060547,0.0025640634390025063,1,Neutral,1,3.4565178495567155e-06,0.9999965434821504,0.0,0.009002064347738406,0.11353701327633803,0.148120135227717,0.7665197787038774,18,Increasing,0,42.82584590229965
2018-06-29,18.709999084472656,-0.04296676139994515,1,Neutral,1,0.15601183547286845,0.8324833347945795,0.011504829732552043,0.0026984337066679742,0.03286613550230788,0.14554062587534303,0.2258210400335783,8,Increasing,0,43.717421202752384
2018-07-31,17.899999618530273,-0.04329233060276294,0,Bear,0,0.9422452745067381,0.057754725493261876,9.573023494340344e-21,-0.02573109042005471,-0.2686148719156748,0.0625027877503356,-4.29764625841401,15,Decreasing,0,46.064310371272
2018-08-31,16.719999313354492,-0.06592180616329357,0,Bear,0,0.6175514947756557,0.38244850522434437,3.601630283259222e-33,-0.025973471069150652,-0.27079535294288515,0.06438173319973102,-4.206089825242799,15,Decreasing,0,46.58949694118658
2018-09-28,17.579999923706055,0.0514354453151602,1,Bull,2,0.0015389044152182387,1.1564699607663982e-09,0.9984610944283119,0.06168864611240316,1.0510019605640908,0.05339585272132222,19.683213339608322,7,Increasing,1,44.664742397463364
2018-10-31,16.68000030517578,-0.05119451777224715,0,Bear,0,0.9999999999997842,2.1592266520233663e-13,0.0,-0.026357708446913715,-0.27423978358241863,0.07317172546243593,-3.7478928076283338,16,Decreasing,0,50.50776888563642
2018-11-30,17.420000076293945,0.0443644938596639,2,Bull,2,4.255044862991451e-15,0.00012131484075231997,0.9998786851592435,0.059523127080810756,1.0013603441472294,0.053795948022427105,18.61404772957566,8,Increasing,1,50.43328601941951
2018-12-31,16.440000534057617,-0.05625714913572033,1,Neutral,1,3.365913566025608e-08,0.9999999663408644,8.782413426612171e-21,-0.018371967277701594,-0.1994961472295207,0.14962540293789378,-1.3333039932552573,10,Decreasing,0,48.61197955227155
2019-01-31,17.3700008392334,0.05656935979102706,2,Bull,2,5.051704790789505e-09,3.557711237667739e-06,0.9999964372370576,0.05566157326407939,0.9155635257601875,0.036964045884442465,24.769029034928575,8,Increasing,1,54.14220994683552
2019-02-28,18.40999984741211,0.05987328485498278,2,Bull,2,1.223770996464832e-42,2.9683589171345968e-05,0.9999703164108287,0.05612954121862421,0.9257782898178601,0.03491703674180707,26.513655688009795,9,Increasing,1,54.45469181727819
2019-03-29,18.31999969482422,-0.004888655803033104,0,Bear,0,0.6367559112334622,0.36324408627053484,2.49600286122589e-09,-0.03450508919577606,-0.3438549345262907,0.08806944384527779,-3.904361371128698,7,Decreasing,0,52.82337940990029
2019-04-30,18.18000030517578,-0.007641888208545722,1,Neutral,1,0.05535703632668479,0.9446429633570674,3.1624778364253145e-10,-0.01906693841303913,-0.20627059807818393,0.07393565685346813,-2.789866308849981,9,Decreasing,0,53.44955703331315
