asset,date,open,high,low,close,volume,return_1d,log_return,volatility_20d_ann,ma_gap_20_60,drawdown_126d,hmm_state,hmm_label,hmm_label_code,prob_bear,prob_neutral,prob_bull,smooth_prob_bear_5,smooth_prob_neutral_5,smooth_prob_bull_5,state_mean_daily_return,state_ann_return,state_ann_vol,state_sharpe,state_count,model_loglik,target_label_plus_1_steps,target_code_plus_1_steps
SPY,2013-02-28,120.9414538,121.7137603,120.5513278,120.7105637,126866000,-0.001974821047,-0.001976773578,0.1310146347,0.02864030865,-0.01070142154,2,Bull,2,0.0004141989368,1.56934329e-10,0.9995858009,0.0001073454648,3.329442295e-11,0.9998926545,0.0009210969156,0.2612665604,0.1007680359,2.592752334,181,-1497.095455,Bull,2
SPY,2013-03-07,123.1708537,123.3937864,123.027545,123.2345505,86101400,0.001812523743,0.001810883104,0.11829054,0.02654253078,0,2,Bull,2,7.212242372e-05,1.443190589e-12,0.9999278776,0.0001195615387,3.353713551e-11,0.9998804384,0.001148023051,0.335494732,0.09546998468,3.514138324,172,-1480.538592,Bull,2
SPY,2013-03-14,124.4527027,124.842841,124.134231,124.7871017,126329900,0.005323957248,0.00530983509,0.1191672413,0.02552853237,0,2,Bull,2,7.51548631e-05,1.687195011e-12,0.9999248451,0.0001340585451,3.386474992e-11,0.9998659414,0.001190535887,0.3498791143,0.09418493418,3.714809776,178,-1459.625522,Bull,2
SPY,2013-03-21,123.7665586,124.4703268,123.2387445,123.4466705,128605000,-0.008542560072,-0.008579256877,0.1137849216,0.02501592868,-0.0107417449,2,Bull,2,7.251251253e-12,0.000287254498,0.9997127455,0.000133563037,5.745093347e-05,0.999808986,0.001098991989,0.319095113,0.09429584579,3.383978481,183,-1441.091699,Bull,2
SPY,2013-03-28,124.8302364,125.4380408,124.5583302,125.2940826,102932800,0.003072701296,0.003067990198,0.07607109323,0.0259858564,0,2,Bull,2,6.885992078e-06,7.350674699e-14,0.999993114,0.0001136724446,5.745093164e-05,0.9998288766,0.001148776191,0.3357482211,0.09394505023,3.573878776,188,-1424.005647,Bull,2
SPY,2013-04-05,123.1188052,124.2384379,122.9748592,124.0864868,159666000,-0.004491345814,-0.004501462209,0.08619143086,0.02466996224,-0.010585902,2,Bull,2,3.953804734e-05,3.602421316e-13,0.999960462,3.87402667e-05,5.745090032e-05,0.9999038088,0.00106883464,0.309108445,0.09417510835,3.282273314,193,-1409.235198,Bull,2
SPY,2013-04-12,126.9015595,127.1894637,126.2937671,126.9975357,116359900,-0.002450333376,-0.002453340356,0.0964736923,0.02250087256,-0.002450333376,2,Bull,2,2.356099552e-05,2.614623562e-14,0.999976439,2.902798106e-05,5.745090004e-05,0.9999135211,0.00115895945,0.339180395,0.09418124308,3.601358231,198,-1388.686824,Bear,0
SPY,2013-04-19,123.5586804,124.398402,123.2547781,124.3424149,149687600,0.008693070498,0.00865550332,0.147939453,0.0188661327,-0.02330597363,1,Bear,0,0.9995282499,2.024821109e-06,0.0004697252507,0.199919647,5.785586392e-05,0.8000224971,-0.0001467870024,-0.03631454067,0.1559299929,-0.2328900296,203,-1390.943896,Bull,2
SPY,2013-04-26,126.6216785,126.8376098,126.141834,126.5497055,95918800,-0.001765778808,-0.001767339633,0.1473934329,0.01724334946,-0.005967983261,2,Bull,2,0.1111573276,1.024261803e-07,0.88884257,0.2221511125,4.254495499e-07,0.777848462,0.001130920714,0.3297514167,0.09344134613,3.528966891,199,-1386.263406,Bull,2
SPY,2013-05-03,128.8689213,129.4607279,127.7812844,129.0528564,144202300,0.01014087269,0.01008979904,0.1501818638,0.01807911175,0,2,Bull,2,0.006699253468,3.244915448e-09,0.9933007433,0.223489586,4.260985183e-07,0.7765099879,0.001133257758,0.3305347844,0.09465839053,3.491869897,199,-1391.146388,Bull,2
SPY,2013-05-10,130.3483942,130.7962424,129.9645139,130.6842804,103203000,0.003253815153,0.003248532952,0.1450073888,0.01948861754,0,2,Bull,2,0.001171603874,8.306093192e-11,0.998828396,0.2237159992,4.261150584e-07,0.7762835747,0.001298634755,0.3871564858,0.0932318934,4.152618506,198,-1384.458877,Bull,2
SPY,2013-05-17,132.7155999,133.5873054,132.5396578,133.5073395,129801000,0.009676676342,0.00963015717,0.08368964453,0.02749288468,0,2,Bull,2,9.45245879e-06,1.718476268e-14,0.9999905475,0.2237131775,4.261150566e-07,0.7762863964,0.001536128674,0.4727102721,0.08968683102,5.270676494,194,-1365.377967,Bull,2
SPY,2013-05-24,131.5320239,132.2597835,131.1401505,132.2037964,151573900,-0.0008463408702,-0.0008466992189,0.08975105171,0.03205713085,-0.01112628846,2,Bull,2,1.447198235e-05,3.35666906e-14,0.999985528,0.02381042188,2.115084149e-08,0.976189557,0.001448226899,0.4404465629,0.08931291872,4.931498928,199,-1341.074274,Bull,2
SPY,2013-06-03,131.0202013,131.5240368,130.0845155,131.4360657,168390700,0.005506253105,0.005491149112,0.09648365628,0.03391945488,-0.01686885214,2,Bull,2,0.0001856690853,5.167378255e-10,0.9998143304,0.001616090174,7.689529915e-10,0.9983839091,0.001283721432,0.3819531173,0.09330039084,4.093799756,205,-1327.042255,Bull,2
SPY,2013-06-10,132.2037576,132.2757305,131.4520072,131.7958984,105667100,0,0,0.1211667377,0.03061290701,-0.01417733216,2,Bull,2,1.423838619e-08,0.008448676233,0.9915513095,0.0002762423278,0.001689735367,0.9980340223,0.001287936746,0.3834218895,0.09388307148,4.084036488,207,-1337.01311,Neutral,1
