date,open,high,low,close,volume,return_1d,log_return,volatility_20d_ann,ma_gap_20_60,drawdown_126d,hmm_state,hmm_label,hmm_label_code,prob_bear,prob_neutral,prob_bull,smooth_prob_bear_5,smooth_prob_neutral_5,smooth_prob_bull_5,state_mean_daily_return,state_ann_return,state_ann_vol,state_sharpe,state_count,model_loglik,target_label_plus_1_steps,target_code_plus_1_steps
2012-06-29,106.3194438,107.160883,106.0442157,107.0271988,212250900,0.02492684166,0.02462123605,0.1858730975,-0.0137757883,-0.03549665882,1,Bear,0,0.9991459082,0.0008540908798,9.677777699e-10,0.9991459082,0.0008540908798,9.677777699e-10,6.04227893e-05,0.01534305733,0.150859613,0.1017042071,157,-1621.642198,Bear,0
2012-07-05,107.6562891,108.364044,107.1765929,107.5697861,126177500,-0.004512226851,-0.004522437674,0.1729618067,-0.004782987359,-0.03060699291,1,Bear,0,0.9999797869,1.891476399e-05,1.298375586e-06,0.9995628475,0.0004365028219,6.496716817e-07,9.089494471e-05,0.0231698721,0.1498106169,0.154661082,160,-1624.248405,Bear,0
2012-07-10,106.9564091,107.129415,105.1241273,105.4858704,167884800,-0.008719970054,-0.008758211465,0.1727390459,-0.000159915962,-0.04938673945,1,Bear,0,0.9999295349,7.043523891e-05,2.989473054e-08,0.9996850766,0.0003144802942,4.430793646e-07,-3.079512166e-05,-0.007730336724,0.149308517,-0.0517742516,163,-1622.307056,Neutral,1
2012-07-13,105.2656908,106.8620544,105.2499598,106.7519608,129642600,0.01677791216,0.01663871776,0.1737438315,0.003592072391,-0.03797703773,1,Neutral,1,7.624771178e-05,0.9999224185,1.333793264e-06,0.7497828694,0.2502164648,6.657578395e-07,4.163494644e-05,0.01054724061,0.149487049,0.07055621662,166,-1618.128948,Neutral,1
2012-07-18,106.9799686,108.2381913,106.9170683,108.0258636,113349700,0.007406653758,0.007379359189,0.1708130461,0.00556532701,-0.02649693163,1,Neutral,1,1.505862856e-05,0.9999162937,6.864770445e-05,0.5998293072,0.4001564306,1.426214716e-05,0.0001110891013,0.02838998047,0.1486772683,0.1909503772,169,-1618.131616,Bear,0
2012-07-23,105.7453773,107.2473782,105.2499501,106.232933,145210900,-0.01011238974,-0.01016386729,0.1552854223,0.009145869281,-0.04265439045,1,Bear,0,0.9999608274,3.049152342e-05,8.681124917e-06,0.5999922911,0.3999917107,1.599817859e-05,1.184619872e-05,0.002989702349,0.148347461,0.02015337728,172,-1616.725058,Neutral,1
2012-07-26,106.8620272,107.3102731,106.3666,107.0822144,156526500,0.01649718143,0.01636258126,0.1534689417,0.01378995555,-0.0350008718,1,Neutral,1,3.864103497e-05,0.9997899164,0.0001714426068,0.4000040619,0.5999459111,5.002702482e-05,0.0001531728497,0.03935419937,0.1499538815,0.2624420187,178,-1609.703399,Neutral,1
2012-07-31,108.9066927,109.2055115,108.2933121,108.2933121,120575900,-0.006993958526,-0.007018530893,0.1436683694,0.01727052277,-0.02408675083,1,Neutral,1,9.684791425e-06,0.9632901321,0.03670018312,0.2000200919,0.7925898504,0.007390057671,0.0001193639316,0.03053667556,0.1492971741,0.2045361926,178,-1603.962779,Neutral,1
2012-08-03,108.9616948,109.8109935,107.4832846,109.5829468,157825000,0.01983332061,0.01963920278,0.1545223845,0.01791437374,-0.01246487345,1,Neutral,1,2.513295856e-05,0.9920798332,0.007895033821,0.200009869,0.7910213334,0.008968797676,0.0001721903444,0.04434716403,0.1501794779,0.2952944347,180,-1601.692775,Bull,2
2012-08-08,109.9761064,110.6052057,109.9446442,110.479393,89754700,0.001211278029,0.001210545024,0.1495097992,0.02197795847,-0.004386315921,2,Bull,2,4.589421484e-07,0.1794568793,0.8205426618,0.200006949,0.6269294505,0.1730636005,0.001199271644,0.352854026,0.1111678924,3.174064187,205,-1595.394035,Bull,2
2012-08-13,110.565916,110.754641,110.1255296,110.6996002,79426900,-0.0004972157845,-0.0004973394372,0.1369698921,0.02497310774,-0.002401861536,2,Bull,2,4.749604183e-11,0.000340268923,0.999659731,1.478355492e-05,0.626991406,0.3729938105,0.001191547598,0.3502233115,0.1103768971,3.172976599,208,-1586.045841,Bull,2
2012-08-16,110.9984609,111.792719,110.7232328,111.6590347,112014200,0.007378766759,0.007351676838,0.1357832973,0.02547302921,0,2,Bull,2,1.696691472e-11,0.0002708614103,0.9997291386,7.055351319e-06,0.427087595,0.5729053497,0.001215505058,0.358399644,0.1097985974,3.26415503,211,-1572.261798,Bull,2
2012-08-21,112.0915683,112.5240834,111.2344096,111.4781876,105581100,-0.003023611586,-0.003028191934,0.1165333349,0.02904254207,-0.003023611586,2,Bull,2,9.481798779e-11,0.0005074671069,0.9994925328,5.118411998e-06,0.234531062,0.7654638196,0.001515674132,0.4651386523,0.08825943136,5.27012972,121,-1539.348445,Bull,2
