date,open,high,low,close,volume,return_1d,log_return,volatility_20d_ann,ma_gap_20_60,drawdown_126d,hmm_state,hmm_label,hmm_label_code,prob_bear,prob_neutral,prob_bull,smooth_prob_bear_5,smooth_prob_neutral_5,smooth_prob_bull_5,state_mean_daily_return,state_ann_return,state_ann_vol,state_sharpe,state_count,model_loglik,target_label_plus_1_steps,target_code_plus_1_steps
2012-06-29,106.3194438,107.160883,106.0442157,107.0271988,212250900,0.02492684166,0.02462123605,0.1858730975,-0.0137757883,-0.03549665882,1,Bear,0,0.9991459082,0.0008540908798,9.677777699e-10,0.9991459082,0.0008540908798,9.677777699e-10,6.04227893e-05,0.01534305733,0.150859613,0.1017042071,157,-1621.642198,Bear,0
2012-07-09,106.4609767,106.610392,105.9262278,106.4137955,103780500,-0.001254887617,-0.001255675648,0.1763906692,-0.001715490072,-0.04102450182,1,Bear,0,0.9999637624,3.597304114e-05,2.645693965e-07,0.9995548353,0.0004450319605,1.327685871e-07,2.307781873e-05,0.005832553811,0.1493704931,0.03904756348,162,-1623.323716,Bear,0
2012-07-16,106.5081615,106.8148516,106.0835061,106.5002899,97525200,-0.002357528945,-0.002360312292,0.1707362388,0.004268011698,-0.0402450347,1,Bear,0,0.9999723239,2.508187971e-05,2.594250118e-06,0.9996939981,0.0003050486002,9.532624306e-07,2.725202885e-05,0.006891146701,0.1490653109,0.04622904322,167,-1619.102422,Bear,0
2012-07-23,105.7453773,107.2473782,105.2499501,106.232933,145210900,-0.01011238974,-0.01016386729,0.1552854223,0.009145869281,-0.04265439045,1,Bear,0,0.9999608277,3.049149714e-05,8.680840407e-06,0.9997607055,0.0002364093245,2.885156925e-06,1.184619872e-05,0.002989702349,0.148347461,0.02015337728,172,-1616.725058,Neutral,1
2012-07-30,108.9302328,109.5750634,108.7336363,109.0560455,106782000,0,0,0.1411531525,0.0170058582,-0.01721318058,1,Neutral,1,6.428873892e-06,0.9489651608,0.05102841037,0.7998098502,0.1899821596,0.0102079902,0.0002842460818,0.07425780868,0.1513690602,0.4905745506,178,-1606.612877,Neutral,1
2012-08-06,109.8739239,110.2277954,109.7480992,109.7952805,86326200,0.001937652577,0.00193577775,0.1542086104,0.01895598111,-0.01055137346,1,Neutral,1,4.84411594e-06,0.9528429852,0.0471521707,0.5999816374,0.3803799385,0.01963842415,0.0002056354803,0.05318630047,0.1501081734,0.3543198165,180,-1601.265783,Bull,2
2012-08-13,110.565916,110.754641,110.1255296,110.6996002,79426900,-0.0004972157845,-0.0004973394372,0.1369698921,0.02497310774,-0.002401861536,2,Bull,2,4.748483481e-11,0.0003402260878,0.9996597739,0.3999888849,0.3804407891,0.219570326,0.001191547598,0.3502233115,0.1103768971,3.172976599,208,-1586.04584,Bull,2
2012-08-20,111.6511301,111.8398672,111.3444399,111.8162766,78255700,7.048812858e-05,7.048564441e-05,0.1218435449,0.0275055069,0,2,Bull,2,2.349820098e-12,4.638543698e-05,0.9999536146,0.1999944201,0.3804450498,0.4195605301,0.001210698631,0.3567553201,0.1092866357,3.264400242,213,-1562.88816,Bull,2
2012-08-27,111.5803624,111.7297777,111.1478475,111.3051224,68785900,0.0002119170755,0.0002118946242,0.09406008746,0.03019437243,-0.00457137539,2,Bull,2,1.435513382e-14,3.523009579e-06,0.999996477,2.254607936e-06,0.3804396561,0.6195580893,0.001061204071,0.3065935747,0.1000956645,3.063005538,202,-1536.652363,Bull,2
2012-09-04,110.9119275,111.2422204,110.1963251,110.904068,120226200,-0.0009213170497,-0.0009217417231,0.06014954681,0.0287425599,-0.008158101712,2,Bull,2,2.03896761e-16,6.523673444e-08,0.9999999348,9.688331579e-07,0.190646637,0.8093523942,0.001018132934,0.2924885897,0.09943060792,2.941635336,207,-1514.179628,Bull,2
2012-09-11,112.9250988,113.5306077,112.8936366,113.1688766,88760000,0.002787174158,0.002783297191,0.0951903634,0.02679910137,-0.0029101478,2,Bull,2,5.383862408e-12,9.939675717e-05,0.9999006032,1.104661527e-11,9.791930566e-05,0.9999020807,0.001501721702,0.4599962524,0.09016625145,5.101645516,136,-1468.943577,Bull,2
2012-09-18,115.1977352,115.4493726,115.0089982,115.2999573,98326600,-0.0008173906455,-0.0008177248914,0.1077203789,0.02781413938,-0.00421085175,2,Bull,2,9.196278045e-12,0.0002335189324,0.9997664811,3.388903916e-12,7.657787457e-05,0.9999234221,0.001580780294,0.4893750972,0.09080903286,5.389057474,141,-1442.439931,Bull,2
2012-09-25,115.3937284,115.6150911,113.8916105,113.9232407,133165200,-0.0106413316,-0.01069835547,0.1091937929,0.02831563017,-0.01610087753,2,Bull,2,7.01550646e-09,0.1371659673,0.8628340257,1.406020232e-09,0.02750049424,0.9724995044,0.001444368896,0.4390468171,0.090821933,4.834149667,146,-1423.391129,Bull,2
2012-10-02,114.5715079,114.7533389,113.7097736,114.2394638,113422200,0.00103923974,0.001038700105,0.1124864182,0.02977538572,-0.01336981341,2,Bull,2,5.358195497e-08,0.01561828622,0.9843816602,1.212240836e-08,0.03062344688,0.969376541,0.001414899138,0.4283994943,0.09071037933,4.722717482,151,-1424.051703,Bull,2
