asset,date,close,monthly_return,raw_state,hmm_label,hmm_label_code,prob_bear,prob_neutral,prob_bull,state_mean_monthly_return,state_ann_return,state_ann_vol,state_sharpe,state_count,paper_phase,paper_selected,model_loglik
JKD,2011-01-31,13.65599250793457,0.02121652840270527,1,Neutral,1,0.004131252469649246,0.9832688911842002,0.012599856346150653,0.016607632652491863,0.21854169069041052,0.16077283306513193,1.3593197714061267,17,Increasing,0,33.76168534987719
JKD,2011-02-28,14.038249969482422,0.02799192086007274,1,Neutral,1,0.0,0.9999999034493409,9.655065908753253e-08,0.021458061675038446,0.2901686492041107,0.14967954468631697,1.938599224177334,21,Increasing,0,41.959807957018334
JKD,2011-03-31,14.032933235168457,-0.00037873198764248883,1,Neutral,1,0.0,1.0,7.981857446517367e-260,0.020465480144916583,0.2752044457764926,0.1469598861793603,1.8726501015427677,22,Increasing,0,44.470871673275326
JKD,2011-04-29,14.497320175170898,0.033092649428319465,2,Bull,2,0.0,0.04569391217193882,0.9543060878280613,0.027990634451003027,0.392739510548745,0.09405875968755156,4.175469800509426,15,Increasing,1,44.28329072284172
JKD,2011-05-31,14.319732666015625,-0.012249678354998461,1,Neutral,1,0.0,1.0,1.9165312787013768e-39,0.014506405193293517,0.18865964896341159,0.160421931077728,1.1760215557560005,18,Increasing,0,46.38116295658709
JKD,2011-06-30,14.05623722076416,-0.01840086343768177,1,Neutral,1,0.0,0.9999994228486496,5.771513503983254e-07,0.012589293922800596,0.16198353833397539,0.15226535017873638,1.0638240291952918,17,Increasing,0,44.02230659732262
JKD,2011-07-29,13.744309425354004,-0.022191415135579096,1,Neutral,1,0.0,1.0,1.223761373634332e-44,0.008799254326430436,0.1108541212078169,0.15477261734716152,0.7162385899255449,18,Increasing,0,47.69170635290059
JKD,2011-08-31,13.102912902832031,-0.04666633314721469,1,Neutral,1,0.0,0.9999999996743686,3.2563144165839476e-10,0.007640013073937702,0.09563237908155431,0.15311977296940782,0.6245593056140498,19,Increasing,0,44.1533907836962
JKD,2011-09-30,12.321786880493164,-0.05961468477517218,2,Neutral,1,0.0,0.9999999997846727,2.153272886145523e-10,0.004277278181482208,0.05255219788882082,0.15787843152903402,0.3328649605893533,20,Increasing,0,43.04488117212025
JKD,2011-10-31,13.537260055541992,0.09864422967524833,1,Neutral,1,0.0,0.9999999998581464,1.418535448588391e-10,0.008770942538328214,0.11048006765151563,0.1696112026419998,0.6513724679183315,21,Increasing,0,42.19193708474904
JKD,2011-11-30,13.602546691894531,0.004822736365015956,2,Bull,2,0.0,1.68259403321459e-08,0.9999999831740597,0.008591478621359476,0.10811168597518872,0.1655492673741704,0.6530484108445938,22,Increasing,1,45.870795448454004
JKD,2011-12-30,13.819896697998047,0.01597862599016331,1,Neutral,1,0.0,0.7132534699442534,0.2867465300557466,0.00531811293189906,0.06571747787052895,0.16915992863040655,0.3884931756746805,20,Increasing,0,44.75616561749494
JKD,2012-01-31,14.453872680664062,0.045874147724841885,1,Neutral,1,1.4522557229928779e-05,0.9998512005835618,0.0001342768592082943,0.023874969383997476,0.3272817149338034,0.0719515295951745,4.548641519856624,14,Increasing,0,49.68321778310857
JKD,2012-02-29,14.993142127990723,0.0373096857320514,1,Neutral,1,5.668464450024434e-15,0.9999998907235959,1.0927639844035196e-07,0.016584347210641438,0.21820680387845437,0.08274630771849756,2.6370578929127886,15,Increasing,0,49.858935053610494
JKD,2012-03-30,15.557758331298828,0.03765829727272596,2,Bull,2,2.8573705069408286e-41,0.009682027421063945,0.9903179725789361,0.026903194642804162,0.37516262122041644,0.06262901662300988,5.990236498182248,12,Increasing,1,46.94420345199319
JKD,2012-04-30,15.386941909790039,-0.010979500894106597,1,Neutral,1,0.00010910808228351639,0.9998908919177164,1.532580300998452e-16,0.01618855486820525,0.21252748213574413,0.08574126644529378,2.4787070560865208,16,Increasing,0,51.94151893055829
JKD,2012-05-31,14.558112144470215,-0.05386578893837746,0,Bear,0,0.9789092951422159,0.02109070485778413,7.247015637012217e-27,-0.05242681945862186,-0.4759736529514973,0.01652525695920465,-28.802798899074162,5,Decreasing,0,55.58983920236704
JKD,2012-06-29,15.158974647521973,0.04127338057908769,2,Bull,2,0.0005152401844322351,0.005322883810219855,0.9941618760053479,0.07130414535627222,1.2853537009582543,0.08490924020001998,15.137972003169,4,Increasing,1,49.88336427956489
JKD,2012-07-31,15.381385803222656,0.014671912901248918,1,Neutral,1,2.746237585619251e-47,0.9999999778700661,2.212993394322419e-08,0.01609934063485488,0.2112506817887756,0.08302840264644004,2.5443182700785494,17,Increasing,0,54.304115987615766
JKD,2012-08-31,15.750121116638184,0.02397282781492094,2,Neutral,1,0.0024501865198852195,0.9975409121765714,8.901303543436702e-06,0.02582021974498713,0.357860207291149,0.05873512274515018,6.092780444911863,14,Increasing,0,53.154911033669876
JKD,2012-09-28,16.057767868041992,0.01953297686573441,0,Bull,2,1.6087024579600792e-14,0.0020143998028282427,0.9979856001971558,0.02639308961716512,0.3669877819786238,0.05664187794969574,6.479089240377051,16,Increasing,1,54.098511554501506
JKD,2012-10-31,15.922386169433594,-0.00843091640886362,2,Bear,0,0.7681641087907982,0.001282606670015798,0.2305532845391859,-0.014450474846245908,-0.16026658265039173,0.019645913753736064,-8.15775660319764,5,Decreasing,0,53.129531656864415
JKD,2012-11-30,16.007732391357422,0.005360140183490181,1,Neutral,1,0.04699500947319106,0.95032435364221,0.002680636884598762,0.019905200081770307,0.2668280559841749,0.054741916823566286,4.874291429073707,14,Increasing,0,54.46871107378426
JKD,2012-12-31,16.206050872802734,0.012388917842753644,1,Neutral,1,0.007794475130256159,0.9910165264887447,0.0011889983809991306,0.019404114599169197,0.25937940325563735,0.05317729465338344,4.877634429248539,15,Increasing,0,54.72530943812373
JKD,2013-01-31,17.215476989746094,0.06228698927740606,1,Neutral,1,3.3455618161960277e-06,0.9764879074910109,0.023508746947172834,0.02214214532414925,0.3005754373603473,0.06561140596097376,4.581146112600182,15,Increasing,0,51.80314087467561
JKD,2013-02-28,17.507827758789062,0.016981857035799797,1,Neutral,1,3.898952257268164e-10,0.9999999996101048,9.076336894084526e-154,0.01655226808399328,0.217745586130196,0.0943522929354664,2.3077932645381094,16,Increasing,0,52.50336086043575
JKD,2013-03-28,18.280685424804688,0.044143549768910884,2,Neutral,1,1.0766893467244675e-10,0.999999999892331,2.8816131879188264e-73,0.018175284653694314,0.24128243070154065,0.09425142583293225,2.5599870619382665,17,Increasing,0,52.46138352627306
JKD,2013-04-30,18.784975051879883,0.02758592554691286,2,Neutral,1,4.197294162258397e-12,0.9999999999958027,1.15436372204465e-118,0.0186980980366509,0.24895256339119243,0.0917595906770997,2.7130958361317443,18,Increasing,0,55.61596718266851
JKD,2013-05-31,19.27730941772461,0.0262089443549971,1,Neutral,1,9.754090136366776e-13,0.9999999999990246,5.3436920331752946e-123,0.01909340573761649,0.2547808927714186,0.0893738424276924,2.8507322260151025,19,Increasing,0,56.23095711545514
JKD,2013-06-28,19.224271774291992,-0.0027512990679006144,1,Neutral,1,4.283052181719487e-11,0.9999999999571695,3.297965294270806e-232,0.018001170497340634,0.23873762306775403,0.08862050542233081,2.6939320863723752,20,Increasing,0,56.61956285895167
JKD,2013-07-31,20.038253784179688,0.04234137029711604,1,Neutral,1,5.807732086222079e-72,0.9999966540986458,3.345901354190216e-06,0.021839852031748343,0.29596727567451486,0.0685121536673729,4.319923689911115,19,Increasing,0,58.056737012013414
JKD,2013-08-30,19.32801628112793,-0.03544408164011248,1,Neutral,1,8.937210242415876e-10,0.9999999986506257,4.556533047466347e-10,0.0189756553481553,0.2530422052746242,0.08009829252778423,3.159146060283991,20,Increasing,0,56.69407798071255
JKD,2013-09-30,19.910184860229492,0.030120451609408017,0,Neutral,1,5.887149005338855e-17,1.0,3.4507090116845607e-110,0.023159572418653056,0.31619568004031695,0.06686042893140837,4.729190121778905,21,Increasing,0,58.54455743202506
JKD,2013-10-31,20.848644256591797,0.04713464003224166,2,Neutral,1,3.470626744110553e-24,0.9999748264886846,2.5173511315365385e-05,0.023104591431773007,0.3153471982731384,0.06950368919494235,4.537128919713309,20,Increasing,0,58.02266686726819
JKD,2013-11-29,21.484716415405273,0.03050904178636782,2,Bull,2,1.738353352841271e-16,0.2998003820415555,0.7001996179584442,0.03573228384086097,0.5239480457096424,0.03510200297877159,14.92644297325446,8,Increasing,1,58.76604401283725
JKD,2013-12-31,21.746912002563477,0.012203818849114478,1,Neutral,1,0.0002908727899089869,0.9997091272100872,3.7288138859667396e-15,0.023717244645390014,0.32483022947484685,0.06332342273061212,5.129701072172396,17,Increasing,0,60.79104409799779
JKD,2014-01-31,21.033044815063477,-0.032826140438506846,1,Bear,0,0.9239263388422371,0.07607366115776289,2.0172362734059643e-41,-0.04071200367233226,-0.39272119813621154,0.03972102025165318,-9.886986679801272,3,Decreasing,0,59.66342206328077
JKD,2014-02-28,21.807161331176758,0.036804776622682445,1,Neutral,1,6.1536158660645376e-06,0.6885455197516848,0.31144832663244915,0.021430094481884515,0.2897448202003141,0.07578708032767795,3.823142664258269,19,Increasing,0,57.79704697536751
JKD,2014-03-31,22.409379959106445,0.027615635927300763,2,Neutral,1,5.792117203366589e-07,0.9999909946876037,8.426100676032593e-06,0.02363272547103243,0.32351827276649203,0.06339867659273653,5.10291839125798,17,Increasing,0,59.12550791987061
JKD,2014-04-30,22.36175537109375,-0.0021252077522717627,1,Neutral,1,4.2431548798324384e-67,1.0,1.828928503417151e-44,0.015590060567136188,0.20398562625980432,0.08278646127315921,2.463997411203998,20,Increasing,0,61.29589816616403
JKD,2014-05-30,22.89912986755371,0.02403096212896627,1,Bear,0,0.9998534057614032,0.00014447199292164767,2.122245675023504e-06,0.006816290968273593,0.08493272561879572,0.09250097130637248,0.9181819868408736,12,Increasing,0,62.42898282063328
JKD,2014-06-30,23.177568435668945,0.012159351456832335,0,Neutral,1,0.48070523421420636,0.5192872259127608,7.539873032926367e-06,0.017918987019649762,0.23753811275218584,0.08578433808254432,2.769014928151796,21,Increasing,0,59.25258419047225
JKD,2014-07-31,22.763370513916016,-0.01787063741835415,2,Neutral,1,0.8408555078369103,0.1591444921630897,6.4154793667575395e-43,0.016292185908831403,0.21401215921206918,0.08779064615665619,2.4377558268585884,22,Increasing,0,58.31055626301275
JKD,2014-08-29,23.579030990600586,0.03583214867877005,0,Neutral,1,1.4427050049228547e-10,0.9999580124139761,4.198744175348517e-05,0.01698184777780393,0.2239351704550696,0.08563048512949016,2.6151337355666677,19,Increasing,0,56.84360859846209
JKD,2014-09-30,23.56641960144043,-0.0005348561255626993,1,Neutral,1,8.051195564102532e-08,0.9999934881579768,6.43133006750816e-06,0.01372993642947579,0.1777883707337895,0.08778835317579145,2.0251931412561968,17,Increasing,0,57.31709629020872
JKD,2014-10-31,24.427730560302734,0.036548231484839544,1,Bear,0,0.9999863318609089,7.63581161855097e-23,1.3668139091076024e-05,0.017079451577978643,0.22534550597771585,0.08374370975448464,2.6908947148194393,21,Increasing,0,58.468803739305194
JKD,2014-11-28,25.427757263183594,0.040938174768719415,1,Bear,0,0.9673739417505238,0.032609018869689164,1.7039379786937133e-05,0.01636291187129723,0.21502637600788344,0.08719698310268381,2.465984124183136,19,Increasing,0,55.67335063155419
JKD,2014-12-31,25.405099868774414,-0.0008910496578471427,0,Bear,0,0.9999270366537854,7.296334621470044e-05,1.0903575935899354e-95,0.014936596396937007,0.1947222448311492,0.08781447293500132,2.2174277009585777,19,Increasing,0,59.56373038145815
JKD,2015-01-30,24.305849075317383,-0.043268902666591336,2,Bear,0,0.9999999999999923,7.704820806730767e-15,1.2448973017848007e-18,-0.0323524405408912,-0.3260829141404943,0.0368062170455571,-8.859452025099003,4,Decreasing,0,65.27914403380625
JKD,2015-02-27,25.600473403930664,0.053263900578069956,0,Bull,2,4.865065054151027e-27,3.840734411174027e-21,1.0,0.03593412525609306,0.5275156749834917,0.030363803742092826,17.37317496398535,14,Increasing,1,65.74372057583248
JKD,2015-03-31,25.052425384521484,-0.0214077298791292,2,Neutral,1,0.7829857221098062,0.21701427789019373,5.7550302857427936e-58,0.01238102725337057,0.15911885622191302,0.1002886245209173,1.586609218962071,22,Increasing,0,55.682747255845854
JKD,2015-04-30,25.28780174255371,0.009395352123377831,1,Neutral,1,0.13107350808109908,0.8430916046660119,0.02583488725288909,0.012251215291196974,0.1573365854809874,0.09800656112773687,1.6053678822168111,23,Increasing,0,52.49962468440723
JKD,2015-05-29,25.667688369750977,0.015022524736027165,2,Neutral,1,6.160948526446567e-07,0.30583206353540116,0.6941673203697462,0.0028432047926797116,0.03465707816382135,0.1301842440528245,0.2662156116969013,7,Increasing,0,55.65235722626808
JKD,2015-06-30,25.071231842041016,-0.02323764100287573,0,Neutral,1,8.059562473215743e-05,0.9725134479596537,0.027405956415614125,0.008508037495450598,0.10701209278859158,0.09428951348453743,1.134931010182172,19,Increasing,0,52.19444907964115
JKD,2015-07-31,25.54216194152832,0.01878368412267717,1,Neutral,1,4.8414605669998854e-68,0.9999976994188602,2.3005811398057277e-06,0.008539894098477982,0.10743178331280823,0.09188411125971967,1.1692095819389439,16,Increasing,0,59.569179213265855
JKD,2015-08-31,23.93643569946289,-0.0628657137849683,1,Bear,0,0.9997268050068342,0.00027319499316584073,2.719520495197949e-97,-0.00613395282569551,-0.07117423938462075,0.12240440632191724,-0.5814679513859672,9,Decreasing,0,55.3996672447402
JKD,2015-09-30,23.338001251220703,-0.025000984096208434,0,Bear,0,0.996520861933626,0.0034791380663739425,1.6464028017676466e-121,-0.008812834429957875,-0.10077569040877232,0.12401077554089111,-0.8126365629859537,9,Decreasing,0,54.14386055838537
JKD,2015-10-30,25.34245491027832,0.0858879746161969,1,Neutral,1,2.0763893187252947e-10,0.9999999997923611,1.0897653454922154e-27,0.003884965821454025,0.04762873848284288,0.14705768645385597,0.32387792594430564,12,Increasing,0,52.85548801462917
JKD,2015-11-30,25.27362632751465,-0.002715939833269898,2,Neutral,1,9.173022762138893e-06,0.9999833313835186,7.4955937193052745e-06,0.0003505931739369205,0.004215240003123677,0.1483275208364984,0.02841846192366514,11,Increasing,0,49.23627694250355
JKD,2015-12-31,25.08753776550293,-0.0073629545519208195,1,Neutral,1,6.79478969448633e-23,0.9999995314958062,4.68504193798895e-07,0.005028643449552795,0.062040974637536994,0.12616710420325514,0.4917365348862174,18,Increasing,0,52.738293456846584
JKD,2016-01-29,23.71590232849121,-0.054673975972955424,0,Bear,0,0.9999999998074605,1.92539588497784e-10,8.058633072198666e-189,-0.004475415816274624,-0.05240257646842905,0.14532253269944614,-0.36059498479019264,13,Decreasing,0,52.60508717308181
JKD,2016-02-29,23.823362350463867,0.004531137819856701,0,Bear,0,0.9999994395745233,5.585755084212409e-07,1.8499682898362147e-09,-0.0038320905565509583,-0.045028156260652374,0.13987014541008527,-0.32192828661637785,14,Decreasing,0,49.614094306961164
JKD,2016-03-31,25.20412826538086,0.057958481871897005,1,Neutral,1,1.4417847117125643e-86,0.9999999967877653,3.2122347363054696e-09,0.004682439324321362,0.057659163339810915,0.13171422891074297,0.4377595633869142,21,Increasing,0,50.05815299183091
JKD,2016-04-29,25.51100730895996,0.012175745193322873,2,Bear,0,0.9999665770654971,3.342292835137155e-05,6.151537947063127e-12,0.005023044136548704,0.06196997346562649,0.1286590049173409,0.48166059970260244,22,Increasing,0,49.675224111431426
JKD,2016-05-31,25.821144104003906,0.012156979584848404,1,Neutral,1,1.0160654679332967e-08,0.999895483047421,0.0001045067919243043,0.0015417160666948734,0.0186582764273584,0.13287620355240928,0.14041849427161854,18,Increasing,0,47.63370889083313
JKD,2016-06-30,26.101293563842773,0.01084961451399935,1,Neutral,1,1.8737444611960715e-24,0.9995348022042555,0.0004651977957444596,0.002031605458658267,0.024653528496725308,0.12934415302510166,0.1906041202491838,19,Increasing,0,50.34010815987077
JKD,2016-07-29,27.158336639404297,0.04049772755423153,1,Neutral,1,0.18407196821486765,0.22433061971031973,0.5915974120748126,0.00395491156343693,0.04850499732768676,0.12937222992742017,0.3749258813494891,20,Increasing,0,47.68263365415383
JKD,2016-08-31,27.297534942626953,0.0051254355180461175,2,Neutral,1,0.15431121048753513,0.845688570109659,2.1940280583003742e-07,0.016161100472889656,0.21213443386674413,0.04819290121710165,4.401777616813542,5,Increasing,0,47.75319871200277
JKD,2016-09-30,27.409250259399414,0.0040925056788923,1,Neutral,1,0.0036987311131583584,0.9963012688868416,1.9397947175488047e-34,0.004247962958263056,0.05218356444493977,0.12603958321356007,0.41402520632363976,21,Increasing,0,52.94362798506009
JKD,2016-10-31,27.090774536132812,-0.011619278902289087,1,Bear,0,0.9998707142484855,0.00012928575151447856,6.183389502424597e-61,0.0014669618142139542,0.017746269058920294,0.1297860084578156,0.13673483967794858,19,Increasing,0,53.622246199599566
JKD,2016-11-30,27.883731842041016,0.02927038150387995,2,Bull,2,0.012666735612882998,0.004021935127063618,0.9833113292600534,0.01281863883061643,0.16514565631997402,0.05514753021196769,2.994615637095846,8,Increasing,1,48.97547050313217
JKD,2016-12-30,28.53636932373047,0.02340567200210475,2,Bull,2,0.001369952605512377,0.0039975890829583105,0.9946324583115294,0.013994975849670688,0.18148887839839944,0.053014534383684135,3.423379654434065,9,Increasing,1,49.66680399048485
JKD,2017-01-31,29.063343048095703,0.018466740403692894,1,Neutral,1,0.00011655047462301419,0.999882925184967,5.243404099462365e-07,0.014442152305072908,0.18775657077819496,0.05022205245175116,3.73852842749855,10,Increasing,0,54.68299855746303
JKD,2017-02-28,30.45069694519043,0.0477355235699779,2,Bull,2,0.00048213799263758904,2.1320069381480605e-09,0.9995178598753555,0.019588205100958513,0.26211123677362114,0.06817458807879005,3.8447058377631347,13,Increasing,1,52.33697080846693
JKD,2017-03-31,30.646377563476562,0.006426145800155103,2,Neutral,1,0.002708309798083431,0.9962582597209401,0.0010334304809764545,0.018155650347632384,0.24099522120276395,0.06614779239029381,3.643284416520095,9,Increasing,0,56.46476973156
JKD,2017-04-28,30.85378074645996,0.006767624739785649,1,Neutral,1,0.00013846657716451628,0.9998597277921573,1.8056306782139616e-06,0.01785602912349343,0.23661993008387472,0.0650738594080005,3.636174836355003,15,Increasing,0,55.41471216647398
JKD,2017-05-31,31.545133590698242,0.02240739473452069,2,Neutral,1,9.879079608728848e-07,0.9999990120920391,7.537227565179381e-34,0.016268443706797746,0.2136718678765166,0.05383774376190471,3.9688117098939353,14,Increasing,0,56.541104026424044
JKD,2017-06-30,31.77815818786621,0.007387022042496083,2,Neutral,1,2.5241994312877123e-07,0.9999997475800569,1.530067690154698e-62,0.015676348929177634,0.20521374197202524,0.05248400204046457,3.91002465501407,15,Increasing,0,57.62950457205786
JKD,2017-07-31,32.03531265258789,0.008092176494352898,1,Bull,2,1.7629865156286737e-118,5.052200483277439e-06,0.9999949477995167,0.015202338152001088,0.19848143756345893,0.0511279981270418,3.882049852025818,16,Increasing,1,59.67036130568331
JKD,2017-08-31,32.492462158203125,0.014270174621763942,1,Neutral,1,2.1753233525953374e-08,0.9999999782467666,2.3504497645180367e-49,0.015147505003163609,0.197704879158086,0.04951066594167359,3.9931775385730766,17,Increasing,0,61.11522138870449
