date,close,monthly_return
2004-02-27,12.571077346801758,0.03954746031192746
2004-03-31,12.64022159576416,0.005500264381078868
2004-04-30,11.401403427124023,-0.09800604833188009
2004-05-28,11.534646987915039,0.01168659293942964
2004-06-30,11.641244888305664,0.009241539901681417
2004-07-30,11.217744827270508,-0.03637927602232538
2004-08-31,11.613875389099121,0.035312851908131604
2004-09-30,12.424147605895996,0.06976760036166763
2004-10-29,12.777783393859863,0.02846358552566186
2004-11-30,14.049003601074219,0.09948675509910565
2004-12-31,14.715775489807129,0.04746043973409808
2005-01-31,14.637770652770996,-0.00530076291868975
2005-02-28,16.055028915405273,0.09682200221971526
2005-03-31,14.7850341796875,-0.07910261279561925
2005-04-29,14.600590705871582,-0.012475011662084423
2005-05-31,15.062073707580566,0.031607145971388695
2005-06-30,15.65988826751709,0.039690056730744105
2005-07-29,16.862812042236328,0.07681560392831366
2005-08-31,17.085901260375977,0.013229656926785127
2005-09-30,18.564407348632812,0.0865336903055649
2005-10-31,17.387723922729492,-0.06338384004431885
2005-11-30,18.393808364868164,0.05786176768216933
2005-12-30,19.516916275024414,0.06105901985482065
2006-01-31,22.287986755371094,0.14198300803763697
2006-02-28,21.42991065979004,-0.03849948876043141
2006-03-31,21.894329071044922,0.021671504777959427
2006-04-28,23.32078742980957,0.0651519557478073
2006-05-31,20.72220802307129,-0.11142760142895825
2006-06-30,20.766437530517578,0.002134401285666332
2006-07-31,21.252986907958984,0.02342960253661186
2006-08-31,21.58913803100586,0.015816653183980955
2006-09-29,21.401159286499023,-0.008707098182283324
2006-10-31,22.911645889282227,0.07057966265108351
2006-11-30,24.28280258178711,0.05984540347432188
2006-12-29,25.608598709106445,0.054598151216438406
2007-01-31,25.63774871826172,0.0011382898957648102
2007-02-28,24.807836532592773,-0.03237071221771515
2007-03-30,26.13121795654297,0.05334529765268026
2007-04-30,27.104692459106445,0.03725331533273324
2007-05-31,28.4774169921875,0.050645272406323105
2007-06-29,29.5249080657959,0.03678321927497041
2007-07-31,29.735746383666992,0.007141032154994065
2007-08-31,30.0452880859375,0.010409750549948527
2007-09-28,33.521968841552734,0.11571467531517765
2007-10-31,37.50110626220703,0.11870237811694073
2007-11-30,34.63228225708008,-0.07649971670350708
2007-12-31,34.14511489868164,-0.014066856893291901
2008-01-31,31.098636627197266,-0.08922149714605299
